Book Id	Title	Sort Character	Primary Author	Primary Author Role	Secondary Author	Secondary Author Roles	Publication	Date	Review	Rating	Comment	Private Comment	Summary	Media	Physical Description	Weight	Height	Thickness	Length	Dimensions	Page Count	LCCN	Acquired	Date Started	Date Read	Barcode	BCID	Tags	Collections	Languages	Original Languages	LC Classification	ISBN	ISBNs	Subjects	Dewey Decimal	Dewey Wording	Other Call Number	Copies	Source	Entry Date	From Where	OCLC	Work id	Lending Patron	Lending Status	Lending Start	Lending End
52599303	The Precious Treasury of Philosophical Systems	5	Longchenpa		Barron, Richard		Junction City, Calif. : Padma Pub., 2007.	2007					The Precious Treasury of Philosophical Systems by Longchenpa (2007)	Hardcover	558 p.; 8.98 inches	2.12 pounds	8.98 inches	1.97 inches	6.3 inches	8.98 x 6.3 x 1.97  inches	558 	2007032631						Dzogchen	Your library, Religion - Buddhism, Hinduism	English	Tibetan	BQ7662.4.K543553 2007	[1881847446]	1881847446, 9781881847441	Buddhism Doctrines Early works to 1800|RÃ±iá¹…-ma-pa (Sect) Doctrines Early works to 1800	294.3/420423	Buddhism > Other Religions > Religion  > Religions of Indic origin		1	Library of Congress	[2009-10-31]			5922158				
52632437	The Precious Treasury of the Way of Abiding	5	Longchenpa		Barron, Richard|Fairclough, Suzanne	|	Junction City, Calif. : Padma Pub., 1998.	1998					The Precious Treasury of the Way of Abiding by Longchenpa (1998)	Hardcover	xxiii, 293 p.; 24 cm	1.19 pounds	24 cm	1.02 inches	6.14 inches	24 x 6.14 x 1.02 cm	xxiii; 293 	98010684						Dzogchen	Your library, Religion - Buddhism, Hinduism	English	Tibetan	BQ7662.4.K54313 1998	[1881847098]	1881847098, 9781881847090	Rdzogs-chen (RÃ±iá¹…-ma-pa) Early works to 1800	294.3/923	Buddhism > Other Religions > Religion  > Religions of Indic origin		1	Library of Congress	[2009-11-01]			4469536				
52632480	Buddhahood without meditation : a visionary account known as Refining apparent phenomena (Nang-jang)	1	Dudjom Lingpa		Barron, Richard		Junction City, CA : Padma Pub., 1994.	1994					Buddhahood without meditation : a visionary account known as Refining apparent phenomena (Nang-jang) by Dudjom Lingpa (1994)	Paper Book	xxiv, 245 p.; 23 cm		23 cm			23 cm	xxiv; 245 	93034038							Your library, Religion - Buddhism, Hinduism	Tibetan, English	Tibetan	BQ7662.4.B3422813 1994	[1881847012]	1881847012, 9781881847014	Rdzogs-chen (RÃ±iá¹…-ma-pa)	294.3/4446	Buddhism > Other Religions > Religion  > Religions of Indic origin		1	Library of Congress	[2009-11-01]			1747095				
52957359	Logic, semantics, metamathematics : papers from 1923 to 1938	1	Tarski, Alfred		Corcoran, John		Indianapolis, Ind. : Hackett Pub. Co., c1983.	1983					Logic, semantics, metamathematics : papers from 1923 to 1938 by Alfred Tarski (1983)	Paper Book	xxx, 506 p.; 23 cm	1.35 pounds	23 cm	1.1 inches	6 inches	23 x 6 x 1.1 cm	xxx; 506 	83010850							Your library, Mathematics - Logic	Polish, English	Polish	BC135.T35 1983	[091514476X]	091514476X, 9780915144761	Logic, Symbolic and Mathematical|Logic, Symbolic and mathematical|Semantics (Philosophy)	160	Logic > Logic > Philosophy and Psychology		1	Library of Congress	[2009-11-09]			276652				
53089802	The Hindus: An Alternative History	5	Doniger, Wendy				Penguin Press HC, The (2009), Edition: 1st US Edition 1st Printing, Hardcover, 800 pages	2009					The Hindus: An Alternative History by Wendy Doniger (2009)	Hardcover	800 p.; 9.4 inches	2.45 pounds	9.4 inches	2.3 inches	6.8 inches	9.4 x 6.8 x 2.3 inches	800 								Your library, Religion - Buddhism, Hinduism	English	English	BL1151.3 .D66	[1594202052]	1594202052, 9781594202056		294.509	Hinduism > Hinduism by place > Other Religions > Religion  > Religions of Indic origin		1	amazon.com	[2009-11-13]			7874510				
53095743	The Big Book of Jerkcity	5	Page, Harrison				Baby Milk Factory (2003), Paperback, 128 pages	2003					The Big Book of Jerkcity by Harrison Page (2003)	Paperback	128 p.; 8.9 inches	0.85 pounds	8.9 inches	0.5 inches	8.5 inches	8.9 x 8.5 x 0.5 inches	128 								Your library, Cartoons, Comics and Graphic Novels	English			[0966331184]	0966331184, 9780966331189					1	amazon.com	[2009-11-14]			1071577				
53095746	HarperCollins College Outline Music Theory (Harpercollins College Outline Series)	1	Jones, George T.				Collins Reference (1994), Paperback, 288 pages	1994					HarperCollins College Outline Music Theory (Harpercollins College Outline Series) by George T. Jones (1994)	Paperback	288 p.; 9.22 inches	0.87 pounds	9.22 inches	0.77 inches	7.42 inches	9.22 x 7.42 x 0.77 inches	288 								Your library, Reference, Music	English	English	MT40 .J66	[0064671682]	0064671682, 9780064671682	Harmony|Music theory	781.0711	Arts and Recreation > Education And Research > Genres And Theory > Music		1	amazon.com	[2009-11-14]			199517				
53095756	Atlas Shrugged	1	Rand, Ayn				Plume (1999), Paperback, 1200 pages	1999					Atlas Shrugged by Ayn Rand (1999)	Paperback	1200 p.; 9 inches	3.12 pounds	9 inches	1.99 inches	6.05 inches	9 x 6.05 x 1.99 inches	1200 								Your library, Fiction - General	English	English	PZ3 .R152	[0452011876]	0452011876, 9780452011878	Adventure fiction|Adventure stories|Capitalism > Fiction|Didactic fiction|Egoism > Fiction|Objectivism (Philosophy) > Fiction|Objectivity > Fiction|Science Fiction|Science fiction|adventure stories|science fiction	813.52	1900-1944 > 20th Century > American And Canadian > Fiction > Literature		1	amazon.com	[2009-11-14]			2791688				
53095776	The Fountainhead	5	Rand, Ayn				Signet (1996), Edition: Centennial, Mass Market Paperback, 694 pages	1996					The Fountainhead by Ayn Rand (1996)	Paperback	720 p.; 6.9 inches	0.9 pounds	6.9 inches	1.7 inches	4.1 inches	6.9 x 4.1 x 1.7 inches	720 								Your library, Fiction - General	English	English	PS3535 .A547	[0451191153]	0451191153, 9780451191151	Architects > Fiction|Didactic fiction|Individualism > Fiction|Love Stories|Love stories|Man-woman relationships > Fiction|Man-woman relationships > fiction|Motion picture posters|Prints|Psychological fiction|Rock music|Roy, Arundhati. God of small things|rock music	813.52	1900-1944 > 20th Century > American And Canadian > Fiction > Literature		1	amazon.com	[2009-11-14]			3702				
53096240	Supernatural Horror in Literature	1	Lovecraft, Howard Phillips		Bleiler, Everett F.	Introduction	Dover Publications, Inc. (1973), Edition: First Thus, Paperback, 111 pages	1973					Supernatural Horror in Literature by Howard Phillips Lovecraft (1973)	Paperback	111 p.; 8.44 inches	0.31 pounds	8.44 inches	0.26 inches	5.35 inches	8.44 x 5.35 x 0.26 inches	111 								Your library, Non-fiction - General, Fiction - Horror	English	English	PN3435 .L64	[0486201058]	0486201058, 9780486201054	Horror tales > History and criticism|Supernatural in literature	809.3872	By Topic > Fiction > Genre Fiction > History and criticism of three or more works > Horror, Crime, Gothic > Literature > Mystery and Speculative Fiction		1	amazon.com	[2009-11-14]			12576				
53096292	Foucault's Pendulum	1	Eco, Umberto				Mariner Books (2007), Paperback, 640 pages	2007					Foucault's Pendulum by Umberto Eco (2007)	Paperback	640 p.; 8.02 inches	1.15 pounds	8.02 inches	1.11 inches	5.43 inches	8.02 x 5.43 x 1.11 inches	640 								Your library, Fiction - General	English	Italian	PQ4865 .C6	[015603297X]	015603297X, 9780156032971	Alchemists > Fiction|Foucault's pendulum > Fiction|Idolatry > Fiction|Occult fiction|Occultism > Fiction|Psychological fiction|Religions > Fiction|Thought and thinking > Fiction|Voodooism > Fiction|occult fiction	853.914	1900- > 1945-1999 > 20th Century > Italian > Italian fiction > Literature		1	amazon.com	[2009-11-14]			2108				
53096425	Q IS FOR QUANTUM: An Encyclopedia of Particle Physics	1	Gribbin, John				Touchstone (2000), Paperback, 560 pages	2000					Q IS FOR QUANTUM: An Encyclopedia of Particle Physics by John Gribbin (2000)	Paperback	560 p.; 9.1 inches	1.6 pounds	9.1 inches	1.6 inches	6.7 inches	9.1 x 6.7 x 1.6 inches	560 								Your library, Physics	English	English	QC793.2 .G747	[0684863154]	0684863154, 9780684863153	Particles (Nuclear physics) > Dictionaries|Particles (Nuclear physics) > Popular works	530	Mathematics and Science > Physics > Physics		1	amazon.com	[2009-11-14]			294313				
53096500	Ancestors Maybe	1	MacKiernan, Elizabeth				Burning Deck (1993), Edition: First Edition, Paperback, 159 pages	1993					Ancestors Maybe by Elizabeth MacKiernan (1993)	Paperback	159 p.; 6.8 inches	0.05 pounds	6.8 inches	0.5 inches	4.6 inches	6.8 x 4.6 x 0.5 inches	159 								Your library, Fiction - General	English		PS3563 .A3167	[0930901819]	0930901819, 9780930901813		813.54	1945-1999 > 20th Century > American And Canadian > Fiction > Literature		1	amazon.com	[2009-11-14]			1817941				
53096539	A Charlie Brown Christmas: The Making of a Tradition	3	Mendelson, Lee				Harper Paperbacks (2005), Paperback, 192 pages	2005					A Charlie Brown Christmas: The Making of a Tradition by Lee Mendelson (2005)	Paperback	192 p.; 9.22 inches	1.35 pounds	9.22 inches	0.45 inches	8.98 inches	9.22 x 8.98 x 0.45 inches	192 								Your library, Non-fiction - General, Cartoons, Comics and Graphic Novels	English	English	PN1992.77 .C45	[006076659X]	006076659X, 9780060766597		741	Arts and Recreation > Drawing; Decoration; Design  > Drawing; Drawings		1	amazon.com	[2009-11-14]			173721				
53096558	Tables of Houses: Latitude, 0 to 66 Degrees ~ North and South	1	Fellowship, Rosicrucian				Rosicrucian Fellowship (1949), Paperback	1949					Tables of Houses: Latitude, 0 to 66 Degrees ~ North and South by Rosicrucian Fellowship (1949)																Your library, Magick - General	English			[]						1	amazon.com	[2009-11-14]			3794193				
53098124	The Blair Witch Project: A Dossier	5	Stern, D.A.				Onyx Trade (1999), Edition: 1st Edition., Paperback, 208 pages	1999					The Blair Witch Project: A Dossier by D.A. Stern (1999)	Paperback	208 p.; 9 inches	0.65 pounds	9 inches	0.7 inches	7.1 inches	9 x 7.1 x 0.7 inches	208 								Your library, Movie and TV tie-in	English	English	PN1997 .B597 S74	[0451199669]	0451199669, 9780451199669	Blair Witch Project (Motion picture) > Miscellanea|Horror > Feature|Thriller > Feature	791.4372	Amusements and Recreation > Arts and Recreation > Film > Film, Radio, And Television  > Public Entertainments, TV, Movies		1	amazon.com	[2009-11-14]			72443				
53098128	Old Possum's Book of Practical Cats	1	Eliot, T. S.				Harcourt Brace & Co. (1982), Edition: Later Printing, Paperback, 64 pages	1982					Old Possum's Book of Practical Cats by T. S. Eliot (1982)	Paperback	64 p.; 8.08 inches	0.18 pounds	8.08 inches	0.19 inches	5.28 inches	8.08 x 5.28 x 0.19 inches	64 								Your library, Poetry	English	English	PS3509 .L43	[015668568X]	015668568X, 9780156685689	Cats > Juvenile poetry|Cats > Poetry|Cats > poetry|Children's poetry, English|English poetry|English poetry > 20th century|Musical revues, comedies, etc. > Librettos	821.912	1900- > 1900-1944 > 20th Century > English > Literature > Poetry		1	amazon.com	[2009-11-14]			30400				
53098132	The World-Famous Ratner's Meatless Cookbook	5	Gethers, Judith		Lefft, Elizabeth		Ballantine Books (1983), Mass Market Paperback, 192 pages	1983					The World-Famous Ratner's Meatless Cookbook by Judith Gethers (1983)	Paperback	192 p.; 6.8 inches	0.35 pounds	6.8 inches	0.7 inches	4.1 inches	6.8 x 4.1 x 0.7 inches	192 								Your library, Reference	English	English		[0345303482]	0345303482, 9780345303486		641	Food And Drink > Home Economics > Technology		1	amazon.com	[2009-11-14]			158866				
53098135	At the Mountains of Madness: And Other Tales of Terror	1	Lovecraft, H. P.				Del Rey (1991), Edition: 5th printing, Mass Market Paperback, 192 pages	1991					At the Mountains of Madness: And Other Tales of Terror by H. P. Lovecraft (1991)	Paperback	192 p.; 7.04 inches	0.22 pounds	7.04 inches	0.53 inches	4.12 inches	7.04 x 4.12 x 0.53 inches	192 								Your library, Fiction - Horror	English	English	PS3523 .O833	[0345329457]	0345329457, 9780345329455		813	American And Canadian > Fiction > Literature		1	amazon.com	[2009-11-14]			15444042				
53098141	The Lurker at the Threshold	5	Derleth, August		Lovecraft, H. P.		Carroll & Graf Publishers (1988), Edition: 5th printing, Mass Market Paperback, 186 pages	1988					The Lurker at the Threshold by August Derleth (1988)	Paperback	186 p.; 6.8 inches	0.25 pounds	6.8 inches	0.6 inches	4 inches	6.8 x 4 x 0.6 inches	186 								Your library, Fiction - Horror	English	English	PS3523 .O833	[088184408X]	088184408X, 9780881844085	Horror fiction|Horror tales, American	813.52	1900-1944 > 20th Century > American And Canadian > Fiction > Literature		1	amazon.com	[2009-11-14]			108679				
53098143	The Doom That Came to Sarnath (A Del Rey book)	5	Lovecraft, H.P.				Del Rey (1991), Edition: 7th printing, Mass Market Paperback, 224 pages	1991					The Doom That Came to Sarnath (A Del Rey book) by H.P. Lovecraft (1991)	Paperback	224 p.; 6.8 inches	0.7 pounds	6.8 inches	0.7 inches	4.1 inches	6.8 x 4.1 x 0.7 inches	224 								Your library, Fiction - Horror	English	English	PS3523 .O92	[0345331052]	0345331052, 9780345331052		813.52	1900-1944 > 20th Century > American And Canadian > Fiction > Literature		1	amazon.com	[2009-11-14]			12584				
53098155	The Silence of the Lambs	5	harris, thomas				St. Martins (1988), Edition: later printing, Paperback	1988					The Silence of the Lambs by thomas harris (1988)	Paperback	384 p.; 6.7 inches	0.45 pounds	6.7 inches	1.1 inches	4.4 inches	6.7 x 4.4 x 1.1 inches	384 								Your library, Fiction - Horror	English	English	PS3558 .A6558	[0312924585]	0312924585, 9780312924584	Detective and mystery stories|Government investigators > Fiction|Government investigators > United States > Fiction|Large print books|Large type books|Lecter, Hannibal (Fictitious character) > Fiction|Mystery fiction|Serial murderers > Fiction|Serial murders > Fiction|Serial murders > United States > Fiction	813.54	1945-1999 > 20th Century > American And Canadian > Fiction > Literature		1	amazon.com	[2009-11-14]			6052				
53098167	Tales of the city	1	Maupin, Armistead				Black Swan (1989), Edition: New Ed, Paperback, 272 pages	1989					Tales of the city by Armistead Maupin (1989)	Paperback	272 p.; 7.7 inches	0.45 pounds	7.7 inches	1.4 inches	4.9 inches	7.7 x 4.9 x 1.4 inches	272 								Your library, Fiction - General	English	English	PS3563 .A878	[0552993840]	0552993840, 9780552993845	City and town life > Fiction|City and town life > San Francisco > Fiction|Humorous Stories|Humorous stories|San Francisco (Calif.) > Fiction|humorous stories	813.54	1945-1999 > 20th Century > American And Canadian > Fiction > Literature		1	amazon.com	[2009-11-14]			1266328				
53098186	A Portrait of the Artist as a Young Man (Twentieth-Century Classics)	3	Joyce, James		Deane, Seamus|Deane, Seamus	Editor|Contributor	Penguin Classics (1993), Edition: 6th, Paperback, 384 pages	1993					A Portrait of the Artist as a Young Man (Twentieth-Century Classics) by James Joyce (1993)	Paperback	384 p.; 7.6 inches	0.3 pounds	7.6 inches	0.8 inches	5 inches	7.6 x 5 x 0.8 inches	384 								Your library, Fiction - General	English	English	PR6019 .O9	[0140186832]	0140186832, 9780140186833	Artists > Dublin > Fiction|Artists > Fiction|Artists > Ireland > Dublin > Fiction|Artists--Ireland--Dublin--Fiction|Autobiographical fiction|Bildungsromane|Bildungsromans|Dublin (Ireland) > Fiction|Dublin (Ireland)--Fiction|Fiction in English|Joyce, James, 1882-1941 > Fiction|Joyce, James, 1882-1941. Portrait of the artist as a young man|Large Type Books|Large type books|Young men > Dublin > Fiction|Young men > Fiction|Young men > Ireland > Dublin > Fiction|Young men--Ireland--Dublin--Fiction|fiction in English	823.912	1901-1945 > 20th Century > English > Fiction > Literature > Modern Period		1	amazon.com	[2009-11-14]			3359				
53098200	You May Not Tie an Alligator to a Fire Hydrant : 101 Real Dumb Laws	1	Koon, Jeff		Powell, Andy|Schumaker, Ward	|	Free Press (2002), Hardcover, 160 pages	2002					You May Not Tie an Alligator to a Fire Hydrant : 101 Real Dumb Laws by Jeff Koon (2002)	Hardcover	160 p.; 7.32 inches	0.6 pounds	7.32 inches	0.77 inches	5.28 inches	7.32 x 5.28 x 0.77 inches	160 								Your library, Humor, Non-fiction - General	English	English	K184 .K66	[0743230655]	0743230655, 9780743230650	Law > United States > Humor	349.730207	By Jurisdiction > Law > North America > Social Sciences  > United States		1	amazon.com	[2009-11-14]			373646				
53098212	The Oresteian Trilogy: Agamemnon; The Choephori; The Eumenides (Penguin Classics)	5	Aeschylus		Vellacott, Philip|Vellacott, Philip	Translator|Introduction	Penguin Classics (1956), Edition: reprint, Paperback, 208 pages	1956					The Oresteian Trilogy: Agamemnon; The Choephori; The Eumenides (Penguin Classics) by Aeschylus (1956)	Paperback	208 p.; 7 inches	0.25 pounds	7 inches	0.4 inches	4.3 inches	7 x 4.3 x 0.4 inches	208 								Your library, Plays, Scripts and Screenplays	English	Greek (Ancient)	PA3827 .A7	[0140440674]	0140440674, 9780140440676	Aeschylus > Translations into English|Aeschylus. Oresteia|Agamemnon (Greek mythology) > Drama|Danaus (Greek deity) > Drama|Electra (Greek mythology) > Drama|English drama > Translations from Greek|Erinyes (Greek mythology) > Drama|Greece > History > Persian Wars, 500-449 B.C. > Drama|Greek drama > Translations into English|Greek drama (Tragedy) > Translations into English|Mythology, Greek > Drama|Orestes (Greek mythology) > Drama|Orestes (Greek mythology) in literature|Prometheus (Greek deity) > Drama|Seven against Thebes (Greek deity) > Drama|Tragedies|Tragedy	882.01	Greek And Other Classical > Greek drama and Classical drama > Greek drama and Classical drama > Literature		1	amazon.com	[2009-11-14]			28873				
53098223	The Aeneid	5	Virgil				Penguin classics (1968), Paperback, 366 pages	1968					The Aeneid by Virgil (1968)	Book															Your library, Fiction - General	English		PA6807 .A5	[]		Aeneas (Legendary character)|Aeneas (Legendary character) > Poetry|Educational|Educational > Series|Epic poetry, Latin|Epic poetry, Latin > Translations into English|Epic poetry, Latin > Translations into Scots|Legends > Rome|Legends > Rome > Poetry|Mandelbaum, Allen, 1926-|Virgil. Aeneis	873.01	Epic poetry, Latin > Latin > Literature		1	amazon.com	[2009-11-14]			11862				
